Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,WggPar,WggGenQuot,WggEffPart,WggCitizen,WggParOth,WggEq,WggEqGen,WggSocEq,WggEqOth,WggGrp,WggIndNom,WggRefDisp,WggPreg,WggGrpOth,WggIntLaw,WggHR,WggHrSta,WggUnsc,WggIntLawOth,WggNewInst,WggInstWom,WggInf,WggRecon,WggNewInstOth,WggVio,WggVioSex,WggVioGen,WggVioProt,WggVioOth,WggTraJus,WggPast,WggPri,WggTraJusOth,WggInstRef,WggConst,WggLawRef,WggJud,WggPol,WggDdr,WggPubAdm,WggInstRefOth,WggDev,WggDevGen,WggRehab,WggEdu,WggHea,WggRepro,WggDevOth,WggImpl,WggImplRole,WggImplSign,WggImplOth,WggOth
"South Sudan",Government,107,"South Sudan post-secession process","Africa (excl MENA)",884,1,"Agreement on Cessation of Hostilities between the Government of the Republic of South Sudan (GRSS) and the Sudan People’s Liberation Movement/Army (In Opposition) (SPLM/A in Opposition)
",2014-01-23,"Multiparty signed/agreed",7,10795,Intra,Cea,Ceas,"The Government of the Republic of South Sudan; Sudan People's Liberation Movement/ Army (in Opposition) ",,"Communique of the 23rd Extraordinary  Session  of the IGAD Assembly  of  Heads of State and Government of 20th December 2013; the UNSC Resolution 2132 of 24th December 2013; Transitional Constitution of the Republic of South Sudan
",SSD,,626,,11345,,,,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Sudan",Inter-group,24,"South Sudan: Pre-secession Local Peace Processes","Africa (excl MENA)",1814,1,"Dinka Nuer West Bank Peace Council Communication",1999-09-30,"Multiparty signed/agreed",10,22507,IntraLocal,Imp,ImpMod,"Twenty-three Council Members from the eleven counties and provinces along the border areas of Bahr el Ghazal and Western Upper Nile regions;
Sudan Telar Deng, Peace Council Chairman

Working Group 1: Return of Missing Persons, Abductees and Cattle
1.	Mrs. Awut Deng Acuil, Chairperson
2.	Mr. George Mut Nyang, Co-Chairman
3.	Mr. Gabriel Anyar Madut, Secretary
4.	Mr. Ambrose Akec Rong, Member
5.	Chief Malony Kulang, Member
6.	Chief Bahon Mabior Deng, Member
7.	Chief Gabriel Kuol Buth, Member
8.	Chief Manyiel Liany Wol, Member
9.	Chief Mathew Riek Toal, Member
10.	Chief Mangol Matet Dhieu, Member
11.	Judge Akec Ajuong Tokmac, Member
12.	Mrs. Elizabeth Nyamac Chan, Member
13.	Mrs. Rebeka Atet Makuei, Member
14.	Mrs. Elizabeth Nyankuer, Member
15.	Mrs. Sarah Nyiebol Kai, Member

Working Group II. Members
1.	Mario Muor Muor, Co-chairman
2.	Michael Thoat Jany, Co-chairman
3.	Andrew A. Yaak, Secretary
4.	Isaiah Alier Mashinkok, Member
5.	Ayan Maguat Ruai, Member
6.	Yar Malek Malual, Member
7.	James Gatwak Tap, Member
8.	James Ruai Keat, Member 
9.	Marco Pam Kap, Member
10.	Gideon Beding Jakgei, Member
11.	Aggostino Agany Dut, Member
12.	Peter Ring Patai, Meber
13.	Joseph Riak Gatkek, Member
14.	Daniel Ayual Makoi, Member
15.	Dabora Yar Jany, Member
16.	Juol Macok Lieny, Member
17.	Susana Ayen Macok, Member
","New Sudan Council of Churches","Pg 1, refers to ''Wunlit Dinka Nuer Covenant and Resolutions'.",SSD,,626,,NA,NA,NA,NA,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"South Sudan",Inter-group,24,"South Sudan: Pre-secession Local Peace Processes","Africa (excl MENA)",1813,1,"Wunlit Dinka Nuer Covenant and Resolutions",1999-03-08,"Multiparty signed/agreed",12,23777,IntraLocal,SubPar,MultIss,"Dinka and Nuer Chiefs, church, civil and community leaders, elders, women and youth","New Sudan Council of Churches (NSCC)"," conference for peaceful coexistence between Dinka Malual and the Messirryia tribes was held during the period from 14 to 18 November 2008 at Aweil town; ",SSD,,626,,NA,NA,NA,NA,No,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"South Sudan/Sudan",Government/territory,109,"Sudanese (North-South) peace process","Africa (excl MENA)",337,1,"Comprehensive Peace Agreement between the Government of the Republic of the Sudan and the Sudan People's Liberation Army/Sudan People's Liberation Movement (Naivasha Agreement)",2005-01-09,"Multiparty signed/agreed",245,368567,Intra,SubComp,FrAg,"H.E. Ali Osman Mohamed Taha, First Vice President of the Republic of the Sudan on behalf of the Government of the Republic of the Sudan; Dr. John Garang de Mabior, Chairman of the Sudan People's Liberation Movement/Sudan People's Liberation Army on behalf of the Sudan People's Liberation Movement/Sudan People's Liberation Army","WITNESSED BY: H.E. Hon. Mwai Kibaki, President of the Republic of Kenya on behalf of the IGAD Sub-Committee on the Sudan; H.E. Hon. Yowaeri Kaguta Museveni, President of the Republic of Uganda on behalf of IGAD Member States; H.E. Mr. Ahmed Aboul Gheit, Egyptian Minister of Foreign Affairs on behalf of the Government of the Republic of Egypt; Senator Alfredo Mantica, Deputy Minister for Foreign Affairs on behalf of the Government of Italy; H.E. Mr. Fred Racka, Special Envoy of the Netherlands on behalf of the Royal Kingdom of the Netherlands; H.E. Ms. Hilde F. Johnson, Minister of International Development on behalf of the Royal Norwegian Government; Right Hon. Hilary Benn, M.P., Secretary of State for International Development on behalf of the United Kingdom and Northern Ireland; Mr. Colin L. Powell, United States Secretary of State, on behalf of the United States of America; H.E. Mr. Alpha Oumar Konare, Chairperson of the African Union on behalf of the African Union; Hon. Charles Goerens, Minister of Development Co-operation of Netherlands on behalf of the European Union; H.E. Ms. Hilde F. Johnson, Minister of International Development on behalf of the IGAD Partners Forum (IPF); Senator Alfredo Mantic, Deputy Minister for Foreign Affairs on behalf of the IGAD Partners Forum (IPF); H.E. Mr. Amre Mousse, Secretary General of the League of Arab States on behalf of the League of Arab States; H.E. Jan Pronk, Special Representative of the Secretary General in the Sudan on behalf of the United Nations","Page 9, Chapeau of the Comprehensive Peace Agreement
RECORDING AND RECONFIRMING that in pursuance of this commitment the Parties duly reached agreement on the following texts: the Machakos Protocol, dated 20th July, 2002 which is set out in Chapter I of the Comprehensive Peace Agreement (CPA); the Agreement on Security Arrangements, dated 25th September, 2003 which is set out in Chapter VI of the CPA; the Agreement on Wealth Sharing, dated 7th January 2004, which is set out in Chapter II of the CPA; the Protocol on Power Sharing, dated 26th May, 2004, which is set out in Chapter V of the CPA; and the Protocol on the Resolution of the Conflict in Abyei Area, dated 26th May, 2004, which is is set out in Chapter IV of the CPA; and that the Security Council of the United Nations in its Resolution 1574 of 19th November, 2004, took notes of these aforementioned Protocols and Agreements; 

Page 9-10, Chapeau of the Comprehensive Peace Agreement
RECOGNIZING that the Parties have concluded an Agreement on a Permanent Ceasefire and Security Arrangements Implementation Modalities During the Pre-Interim and Interim Period dated 31st December, 2004, which is set out in Annexure I of the CPA, within the Framework of the Agreement on Security Arrangements of 25th September, 2003; 

Page 10,  Chapeau of the Comprehensive Peace Agreement
FURTHER RECOGNIZING that the Parties have also concluded the Agreement on the Implementation Modalities of the Protocol and Agreements dated 31st December, 2004 which is set out in Annexure II of the CPA; 

Page 10, Chapeau of the Comprehensive Peace Agreement
NOW THEREFORE, THE PARTIES AGREE, upon signing this Agreement, on the following: 
(2) The CPA shall be comprised of the texts of the Protocols and Agreements already signed, together with this Chapeau, the Agreement on Permanent Ceasefire and Security Arrangements Implementaiton Modalities and Appendices as Annexure I and the Agreement on the Implementation Modalities and the Global Implementation Matrix and Appendices as Annexure II; 

Page 17, Chapter I – The Machakos Protocol 
THE PREAMBLE, PRINCIPLES, AND THE TRANSITION PROCESS
COMMITTED to a negotiated, peaceful, comprehensive resolution to the conflict based on the Declaration of Principles (DOP) for the benefit of all the people of the Sudan; 
",SSD,SDN,626,625,309,1282,24,836,Yes,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"South Sudan/Sudan",Government/territory,111,"Kordofan - Blue Nile - Abyei process","Africa (excl MENA)",470,1,"Nuba Mountains Ceasefire Agreement on Sudan",2002-01-19,"Multiparty signed/agreed",15,26104,IntraLocal,Cea,Ceas,"FOR THE GOVERNMENT OF THE REPUBLIC OF SUDAN 
Dr. Mutrif Siddig Ali

FOR THE SUDAN PEOPLES' LIBERATION MOVEMENT/NUBA (SPLM/NUBA) 
Cdr. Abdul Aziz Adam El Hilu","AS WITNESSES:

FOR THE SWISS CONFEDERATION
Ambassador Josef Bucher

FOR THE UNITED STATES OF AMERICA
Col. Cecil Dennis Giddens","Page 1, Preamble, ... 
RECALLING the agreement reached between our representatives during the meetings which took place in Sudan from the 6th - 13th of December 2001, to immediately observe and extend the current military stand-down and to apply it to the Nuba Mountains to facilitate the negotiation of the cease-fire and the relief and rehabilitation program;",SSD,SDN,626,625,309,NA,NA,836,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei",Inter-group,111,"Kordofan - Blue Nile - Abyei process","Africa (excl MENA)",1673,1,"Communique: Dinka Malual & Rezeigat Grassroots Peace Conference",2010-01-25,"Multiparty signed/agreed",5,7018,IntraLocal,SubComp,FrAg,"(1) Malual West, (2) Malual North (3) Malual Centre (4) Abeim and (5) Malual East being the Dinka Malual on one hand and on another hand the Rezeigat communities of (1) El Nawaiba of Western Grazing Route – Elfardous to Aroyo (2) Um Dhahiya of the Eastern Grazing Route – Abujabra, Wanjok and Warawar (3) of Abumatariq of Gok Machar and (4) Mahameed of Althouthah of Asalaya through to Timsah and Raga;


Dinka Malual:
P/Chief Achein Achein Yor of Malual East;
P/Chief Garang Diang Akok of Malual West;
P/Chief Peter Makuec Makuec Kuol of Abeim;
Chief Santino Deng Nyuol of Malual North;
Elder Anyat Dut Diing of Malual Centre;
P/Chief Ayaga Ayaga Ayaga of Ayat West;

Rezeigat:
Ustaz Mohamed Ali el Gourashi;
Ustaz Mohamud Fadhel Nabi Sharif;
El Said Abdallah Abu Basher Mohamad;
Altaib El Nair Abdaallah;
Ibrahim Musa Jad El Karim;","Witnessed by H.E. Garang Diing Akuong, Minister of Finance, Industry, Trade and Economic Planning, Northern Bahr Ghazal State.

John Marks, USAID","Comprehensive Peace Agreement (CPA)",SDN,,625,,11345,,,,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei",Inter-group,111,"Kordofan - Blue Nile - Abyei process","Africa (excl MENA)",1672,1,"Joint Final Communique and Resolutions: Dinka Malual and Misseriyya Grassroots Peace Conference ",2008-11-14,"Multiparty signed/agreed",7,11598,IntraLocal,SubPar,MultIss,"Dinka Malual and Messiriya Al Humus of Al Fiyareen and Awlad Kamil
Signatories:
Dinka:
Chief Acien Acien Yor
Chief Makuac Makuac Kuol

Misseriya:
Amir Harika Osman
Amir Ismail M. Yousif","Witnesses:
H.E. Maj. Gen. Paul Malong Awan, Governor NBGS
Mr Aldo Ajou Deng, Chair DMMPC
Mr Marko Ujomo, Adviser WBGS
Hon El Taher El Rigig El Haj

Mr. Omer Sulieman Adam, Governor SKS
Mr. Alkhair A. El Makki, D/Chair DMMPC
John Marks, USAID
Hon Garang Jal Akuer","CPA; ",SDN,,625,,11345,,,,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"Sri Lanka",Government/territory,114,"Sri Lanka LTTE 2002 onward process","Asia and Pacific",1280,1,"Human Rights issues relating to the peace process",2003-02-08,"Multiparty signed/agreed",7,15981,Intra,Pre,Conf,"Government of Sri Lanka; Liberation Tigers of Tamil Eelam (LTTE)",Norway,,LKA,,780,,352,,,835,No,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sri Lanka",Government/territory,114,"Sri Lanka LTTE 2002 onward process","Asia and Pacific",1155,1,"Declaration in Support of the Peace Process in Sri Lanka (Oslo Declaration)",2002-11-25,"Multiparty signed/agreed",4,750,InterIntra,Pre,PreOth,"Not signed but expressed to be: 'We, government representatives from the Asia-Pacific region, North America and Europe, meeting in Oslo on 25 November 2002'. . .",,,LKA,,780,,352,,,835,No,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sri Lanka",Government/territory,113,"Sri Lanka Kumaratunga/Devolution Processes ","Asia and Pacific",1007,1,"Sri Lanka Constitution Bill, an Act to Repeal and Replace the Constitution of the Democratic Socialist Republic of Sri Lanka",2000-08-03,"Status unclear",176,56481,Intra,SubComp,FrCons,"Members of the Government of Sri Lanka;
The Minister of Justice, Constitutional Affairs, Ethnic Affairs and National Integration and the Deputy Minister of Finance.",,,LKA,,780,,352,,,835,No,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan/Darfur,Government/territory,21,"Darfur-Sudan peace process","Africa (excl MENA)",875,1,"Agreement between the Government of Sudan and the Justice and Equality Movement-Sudan on the Basis of the Doha Document for Peace in Darfur",2013-04-06,"Multiparty signed/agreed",13,32326,Intra,Imp,ImpMod,"For the Government of Sudan: Dr. Amin Hassan Omar, Minister of State in the Presidency;
For the Justice and Equality Movement-Sudan: Mr. Mohammad Bashar Ahmad, President;","Witnessed by: For the State of Qatar: H.E. Ahmad bin Abdallah Al Mahmoud, Deputy Prime Minister and Minister of State for Cabinet Affairs; For the AU-UN Mediation: H.E. Aichatou S. Mindaoudou, Deputy Joint Special Representative (Politcial); Mohamed Ibn Chambas, Joint Special Representative
","Page 1, Preamble
...Recalling the relevant paragraphs of Security Council resolutions 2003(2011), 2035(2012), 2063(2012) and 2091(2013) in which the Council invariably welcomes ""the Doha Document for Peace in Darfur as an important step forward in the African Union (AU)-United Nations (UN) Darfur Peace Process""; ""reiterates its full support for efforts to reach a comprehensive and inclusive solution to the conflict in Darfur""; ""demands that all parties to the conflict, including in particular all the non-signatory armed groups engage immediately and without preconditions to make every efforts to reach a permanent ceasefire and comprehensive peace settlement on the basis of the Doha Document for Peace in Darfur (DDPD), in order to bring a stable and durable peace in the region""; stresses ""the necessity articulated in the Doha Document for Peace in Darfur that all parties to the armed conflict in Darfur shall fully and unconditionally accept their obligations under international humanitarian law, international human rights law and relevant Security Council resolutions""; and ""urges (the DDPD parties) to deliver on the commitment made in the Doha Document for Peace in Darfur"";

Page 1, Preamble
...Recalling further the relevant paragraphs of the African Union Peace and Security Council (PSC) Communiques which welcome the DDPD ""as a positive development that will greatly contribute to the promotion of peace and security in Darfur""; call on the ""Parties to the DDPD to spare no efforts in expediting the implementation of the Agreement""; ""express serious concern at the continued refusal of the hold out groups to engage in the peace process, in spite of the efforts made by the Joint AU/UN Mediation;  and demand that these Movements join the peace process without any further delay and adhere to the DDPD, which has been endorsed by the AU and the larger international community as available basis for achieving lasting peace and stability in Darfur"";

Page 2, Preamble
...Affirming their commitment to a durable settlement of the conflict on the basis of the DDPD and to the promotion and protection of human rights and fundamental freedoms;

Page 2, Preamble
...Welcoming the continuing support for the DDPD by the United Nations, the African Union, the League of Arab States, the Organisation of Islamic Cooperation , the European Union and the international community in general;

Page 2, Preamble
...Reiterating the pressing need for the full and timely implementation of the DDPD;

Page 2, Article 1. Adoption of the Doha Document for Peace in Darfur
1. The Parties hereby adopt the DDPD and all its annexes, which constitute an integral part thereof, namely the implementation modalities and timelines, and the Protocol on the Participation of the Justice and Equality Movement-Sudan at the Different Levels of Government and on the Integration of its Forces, as initialled by the Parties and the Mediation and which constitutes an integral part of this Agreement.

Page 3, Article 1. Adoption of the Doha Document for Peace in Darfur
2. The Parties undertake to faithfully deliver on the commitments they made in the DDPD and in this Agreement, to fully implement their provisions and to abide by the timelines thereof.

Page 3, Article 2. Promotion and Protection of Human Rights and Fundamental Freedoms
4. GOS shall, in accordance with relevant provisions of the DDPD, promote general welfare and economic growth in Darfur through the provision of basic services and infrastructure including water, education, health, electricity and roads as well as enhanced livelihoods.

Page 3, Article 3. General Principles and Criteria for Power Sharing
8. The Parties reaffirm their commitment to the general principles and criteria enumerated in the DDPD, upon which power sharing shall be based.

Page 3, Article 4. The National Judiciary
9. The recommendations of the Panel of Experts made pursuant to paragraph 46 of Article 6 of the DDPD shall be urgently implemented by GOS in collaboration with the relevant bodies.

Page 4, Article 5. The National Civil Service
10. The recommendations of the Panel of Experts made pursuant to paragraph 51 of Article 7 of the DDPD shall be urgently implemented by GOS in collaboration with the relevant bodies, including the DRA.
11. Affirmative action related to the training and recruitment of people from Darfur into the national civil service, as provided for in paragraph 54 (i-iv) of the DDPD shall be implemented after the signing of this Agreement according to the agreed implementation timelines.

Page 4, Article 6. Armed Forces and Other Regular Forces
12. A follow-up committee composed of GOS and relevant bodies shall be established to ensure the timely implementation of the provisions contained in paragraphs 57 and 58 of the DDPD related to the representation of the people of Darfur in the Sudanese Armed Forces, military academies and other regular forces.

Page 4, Article 7. Participation of JEM in Power, and in Constitutional and Electoral Processes
13. JEM shall, in accordance with the provisions of the Protocol on the Participation of the Justice and Equality Movement-Sudan at the Different Levels of Government and on the Integration of its Forces, referred to in Article 1, participate in all the tiers of Government at the national level, the Darfur States level and the locality level, as well as in both organs of the DRA.

Page 4, Article 7. Participation of JEM in Power, and in Constitutional and Electoral Processes
16. GOS, in collaboration with DRA, shall, within the stipulated time in the DDPD, ensure that all provisions  on affirmative action aimed at redressing imbalance, and those related to adequate representation of the citizens of Darfur in the civil service, State institutions, are fully implemented.

Page 6, Article 11: Payments of Seed Money by GOS
24. GOS undertakes to pay the entire amount of the seed money for Darfur reconstruction and development as provided for in the DDPD during the period of implementation of the development plan approved by the International Donors' Conference for Darfur in Doha in accordance with DDPD timelines.

Page 6, Article 12: Reconstruction and Development
26. The DRA shall carry out the review exercise of the development projects as enumerated in paragraph 174 of the DDPD, to assess their feasibility and revive them as appropriate. Other feasible development projects shall be added on the list for execution.

Page 6, Article 12: Reconstruction and Development
27. Further to paragraph 212 of the DDPD, the Parties shall ensure that the benefits to the local communities affected by the development and exploitation of natural resources, including the employment of local residents and the provision of social services, are incorporated in all contracts to be concluded with investors and development partners in Darfur.

Page 7, Article 14: The Micro-Finance System
33. The Parties agree to expeditiously establish a micro-finance system in Darfur, as provided for in the DDPD, and to develop it into a viable financing institution
35. Without prejudice to paragraph 136 of the DDPD, GOS and the DRA shall mandate the institution to develop its internal regulations and procedures.
36. The small producers referred to in paragraph 131 of Article 19 of the DDPD, shall include returning IDPs, refugees and all the victims of the conflict

Page 8, Article 16: General Principle
42. The Parties reaffirm their commitment to the general principles enumerated in the DDPD, which shall guide the achievement of durable solutions for the IDPs and refugees, as well as all other victims of the conflict

Page 9, Article 17: Compensation and Durable solution
43. The Parties shall expeditiously take measures to commence the payment of compensation to returning IDPs, refugees as well as all other victims of the conflict, in accordance with relevant paragraphs of Articles 43, 52 and 57 of the DDPD.
44. GOS and the DRA shall, upon the signing of this Agreement, empower the VRRC to enable it to start implementing its mandate as stipulated in the DDPD. GOS shall, in this regard, immediately allocate funds for the VRRC to commence payment of the lump sum of $250.00 to returning families as part of the return package provided for in the DDPD.

Page 9, Article 20: General Principles
49. The Parties reaffirm their commitment to the general principles enumerated in the DDPD, upon which justice and reconciliation shall be based.

Page 10, Article 21: National Judicial System
50. Without prejudice to Article 60 and further to paragraph 295 of the DDPD, GOS shall immediately lift immunities enjoyed by persons by virtue of their official status or functions when requested by the national justice institutions.

Page 10, Article 21: National Judicial System
51. No special/extraordinary courts other than the Special Court for Darfur provided for in Article 59 of the DDPD shall be established because of the conflict in Darfur. Any such existing court shall be closed.

Page 10, Article 24: Amnesty
56. Without prejudice to paragraph 330 of Article 60 of the DDPD, GOS shall, upon the signing of this Agreement, issue general amnesty for JEM combatants and members, in accordance with the Constitution and national law.

Page 11, Article 25: General Principles
58. The Parties reaffirm their commitment to the Ceasefire Agreement signed in Doha on 10 February 2013, and to the general principles enumerated under Article 62 of the DDPD, upon which the Permanent Ceasefire and the Final Security Arrangements shall be based.

Page 11, Article 26: Provision of Non Military Logistic Support to JEM Combatants
59. The Parties stress the necessity for the provision of Non Military Logistic Support (NMLS) to JEM combatants. In this regard, GOS undertakes to provide such support, covering the period from the signing of this Agreement to the conduct of the verification of JEM forces locations and strength. This initial support shall be provided through an arrangement agreed upon by the Parties. After the conduct of the verification, NMLS shall be provided on the basis of paragraphs 393 and 394 of the DDPD.
60. The Parties shall be adequately represented in the Joint Logistics Coordination Committee (JLCC) as provided for in paragraph 410 Article 69 of the DDPD.

Page 11, Article 27: Establishment of the Joint Coordination Mechanism (JCM)
61. The Parties stress the necessity to establish, without further delay, the Joint Coordination Mechanism (JCM) as provided for in paragraph 403 Article 67 of the DDPD and shall, in this regard, agree on its composition.

Page 11, Article 28: Disarmament of Armed Militia Groups
62. The Parties reiterate the critical necessity for the disarmament of armed militia as a key element of the Final Security Arrangements and that the process shall expeditiously take place as provided for in paragraph 399 Article 76 of the DDPD.

Page 11, Article 29: Reform of Some Military Institutions 
63. The Parties reiterate the importance of reforming and restructuring some military institutions in accordance with paragraphs 463 and 464 Article 74 of the DDPD, and agree that the process shall be expedited.

Page 12, Final Provision
69. This Agreement is an integral part of the DDPD and shall, therefore, have constitutional status in accordance with paragraph 487 thereof.",SDN,,625,,309,,,927,No,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
